title,genre,duration,rating,year,certification,url
Paprika,"Animation, Drama, Fantasy",90 ,7.7,2006,R,https://www.imdb.com//title/tt0851578/
Flipped,"Comedy, Drama, Romance",90 ,7.7,I) (,PG,https://www.imdb.com//title/tt0817177/
The Girl Who Leapt Through Time,"Animation, Adventure, Comedy",98 ,7.7,2006,TV-PG,https://www.imdb.com//title/tt0808506/
This Is England,"Crime, Drama",101,7.7,2006,Not Rated,https://www.imdb.com//title/tt0480025/
Ex Machina,"Drama, Sci-Fi, Thriller",108,7.7,2014,R,https://www.imdb.com//title/tt0470752/
After the Wedding,Drama,120,7.7,2006,R,https://www.imdb.com//title/tt0457655/
Zodiac,"Crime, Drama, Mystery",157,7.7,2007,R,https://www.imdb.com//title/tt0443706/
Lucky Number Slevin,"Crime, Drama, Thriller",110,7.7,2006,R,https://www.imdb.com//title/tt0425210/
Joyeux Noel,"Drama, History, Music",116,7.7,2005,PG-13,https://www.imdb.com//title/tt0424205/
Adam's Apples,"Comedy, Crime, Drama",94 ,7.7,2005,R,https://www.imdb.com//title/tt0418455/
Tangled,"Animation, Adventure, Comedy",100,7.7,2010,PG,https://www.imdb.com//title/tt0398286/
Black Book,"Drama, Thriller, War",145,7.7,2006,R,https://www.imdb.com//title/tt0389557/
Brokeback Mountain,"Drama, Romance",134,7.7,2005,R,https://www.imdb.com//title/tt0388795/
3:10 to Yuma,"Action, Crime, Drama",122,7.7,2007,R,https://www.imdb.com//title/tt0381849/
Kung Fu Hustle,"Action, Comedy, Fantasy",99 ,7.7,2004,R,https://www.imdb.com//title/tt0373074/
The Bourne Supremacy,"Action, Mystery, Thriller",108,7.7,2004,PG-13,https://www.imdb.com//title/tt0372183/
The Machinist,"Drama, Thriller",101,7.7,2004,R,https://www.imdb.com//title/tt0361862/
Ray,"Biography, Drama, Music",152,7.7,I) (,PG-13,https://www.imdb.com//title/tt0350258/
Evil,Drama,113,7.7,2003,Not Rated,https://www.imdb.com//title/tt0338309/
Lost in Translation,"Comedy, Drama",102,7.7,2003,R,https://www.imdb.com//title/tt0335266/
Harry Potter and the Goblet of Fire,"Adventure, Family, Fantasy",157,7.7,2005,PG-13,https://www.imdb.com//title/tt0330373/
Man on Fire,"Action, Crime, Drama",146,7.7,2004,R,https://www.imdb.com//title/tt0328107/
Coraline,"Animation, Drama, Family",100,7.7,2009,PG,https://www.imdb.com//title/tt0327597/
The Magdalene Sisters,Drama,114,7.7,2002,R,https://www.imdb.com//title/tt0318411/
Finding Neverland,"Biography, Drama, Family",106,7.7,2004,PG,https://www.imdb.com//title/tt0308644/
Good Bye Lenin!,"Comedy, Drama, Romance",121,7.7,2003,R,https://www.imdb.com//title/tt0301357/
In America,Drama,105,7.7,2002,PG-13,https://www.imdb.com//title/tt0298845/
The Triplets of Belleville,"Animation, Adventure, Comedy",80 ,7.7,2003,PG-13,https://www.imdb.com//title/tt0286244/
Adaptation.,"Comedy, Drama",115,7.7,2002,R,https://www.imdb.com//title/tt0268126/
Black Hawk Down,"Action, Drama, History",144,7.7,2001,R,https://www.imdb.com//title/tt0265086/
Road to Perdition,"Crime, Drama, Thriller",117,7.7,2002,R,https://www.imdb.com//title/tt0257044/
The Experiment,"Drama, Thriller",120,7.7,2001,R,https://www.imdb.com//title/tt0250258/
Billy Elliot,"Drama, Music",110,7.7,2000,R,https://www.imdb.com//title/tt0249462/
Hedwig and the Angry Inch,"Comedy, Drama, Music",95 ,7.7,2001,R,https://www.imdb.com//title/tt0248845/
The Count of Monte Cristo,"Action, Adventure, Drama",131,7.7,2002,PG-13,https://www.imdb.com//title/tt0245844/
Y tu mamá también,Drama,106,7.7,2001,R,https://www.imdb.com//title/tt0245574/
Waking Life,"Animation, Drama, Fantasy",99 ,7.7,2001,R,https://www.imdb.com//title/tt0243017/
Ocean's Eleven,"Crime, Thriller",116,7.7,2001,PG-13,https://www.imdb.com//title/tt0240772/
"O Brother, Where Art Thou?","Adventure, Comedy, Crime",107,7.7,2000,PG-13,https://www.imdb.com//title/tt0190590/
"South Park: Bigger, Longer & Uncut","Animation, Comedy, Fantasy",81 ,7.7,1999,R,https://www.imdb.com//title/tt0158983/
Office Space,Comedy,89 ,7.7,1999,R,https://www.imdb.com//title/tt0151804/
Happiness,"Comedy, Drama",134,7.7,1998,NC-17,https://www.imdb.com//title/tt0147612/
The Boondock Saints,"Action, Thriller",108,7.7,1999,R,https://www.imdb.com//title/tt0144117/
Training Day,"Action, Crime, Drama",122,7.7,2001,R,https://www.imdb.com//title/tt0139654/
Run Lola Run,"Action, Crime, Thriller",80 ,7.7,1998,R,https://www.imdb.com//title/tt0130827/
Open Your Eyes,"Drama, Mystery, Sci-Fi",119,7.7,1997,R,https://www.imdb.com//title/tt0125659/
Taste of Cherry,Drama,95 ,7.7,1997,Not Rated,https://www.imdb.com//title/tt0120265/
As Good as It Gets,"Comedy, Drama, Romance",139,7.7,1997,PG-13,https://www.imdb.com//title/tt0119822/
Fireworks,"Crime, Drama, Romance",103,7.7,1997,NA,https://www.imdb.com//title/tt0119250/
The Game,"Drama, Mystery, Thriller",129,7.7,1997,R,https://www.imdb.com//title/tt0119174/
Donnie Brasco,"Biography, Crime, Drama",127,7.7,1997,R,https://www.imdb.com//title/tt0119008/
Happy Together,"Drama, Romance",96 ,7.7,1997,Not Rated,https://www.imdb.com//title/tt0118845/
Primal Fear,"Crime, Drama, Mystery",129,7.7,1996,R,https://www.imdb.com//title/tt0117381/
Sense and Sensibility,"Drama, Romance",136,7.7,1995,PG,https://www.imdb.com//title/tt0114388/
Apollo 13,"Adventure, Drama, History",140,7.7,I) (,PG,https://www.imdb.com//title/tt0112384/
Clerks,Comedy,92 ,7.7,1994,R,https://www.imdb.com//title/tt0109445/
What's Eating Gilbert Grape,Drama,118,7.7,1993,PG-13,https://www.imdb.com//title/tt0108550/
Short Cuts,"Comedy, Drama",188,7.7,1993,R,https://www.imdb.com//title/tt0108122/
Philadelphia,Drama,125,7.7,1993,PG-13,https://www.imdb.com//title/tt0107818/
Naked,"Comedy, Drama",131,7.7,1993,Not Rated,https://www.imdb.com//title/tt0107653/
The Muppet Christmas Carol,"Comedy, Drama, Family",85 ,7.7,1992,G,https://www.imdb.com//title/tt0104940/
Malcolm X,"Biography, Drama, History",202,7.7,1992,PG-13,https://www.imdb.com//title/tt0104797/
The Last of the Mohicans,"Action, Adventure, Drama",112,7.7,1992,R,https://www.imdb.com//title/tt0104691/
Hard Boiled,"Action, Crime, Thriller",128,7.7,1992,R,https://www.imdb.com//title/tt0104684/
Porco Rosso,"Animation, Adventure, Comedy",94 ,7.7,1992,PG,https://www.imdb.com//title/tt0104652/
Glengarry Glen Ross,"Crime, Drama, Mystery",100,7.7,1992,R,https://www.imdb.com//title/tt0104348/
A Few Good Men,"Drama, Thriller",138,7.7,1992,R,https://www.imdb.com//title/tt0104257/
Night on Earth,"Comedy, Drama",129,7.7,1991,R,https://www.imdb.com//title/tt0102536/
Fried Green Tomatoes,Drama,130,7.7,1991,PG-13,https://www.imdb.com//title/tt0101921/
The Double Life of Véronique,"Drama, Fantasy, Music",98 ,7.7,1991,R,https://www.imdb.com//title/tt0101765/
Dreams,"Drama, Fantasy",119,7.7,1990,PG,https://www.imdb.com//title/tt0100998/
Miller's Crossing,"Crime, Drama, Thriller",115,7.7,1990,R,https://www.imdb.com//title/tt0100150/
Home Alone,"Comedy, Family",103,7.7,1990,PG,https://www.imdb.com//title/tt0099785/
When Harry Met Sally...,"Comedy, Drama, Romance",95 ,7.7,1989,R,https://www.imdb.com//title/tt0098635/
Who Framed Roger Rabbit,"Animation, Adventure, Comedy",104,7.7,1988,PG,https://www.imdb.com//title/tt0096438/
The Vanishing,"Mystery, Thriller",107,7.7,1988,Not Rated,https://www.imdb.com//title/tt0096163/
The Last Emperor,"Biography, Drama, History",163,7.7,1987,PG-13,https://www.imdb.com//title/tt0093389/
Evil Dead II,"Comedy, Horror",84 ,7.7,1987,R,https://www.imdb.com//title/tt0092991/
Empire of the Sun,"Drama, War",153,7.7,1987,PG,https://www.imdb.com//title/tt0092965/
The Name of the Rose,"Drama, Mystery, Thriller",130,7.7,1986,R,https://www.imdb.com//title/tt0091605/
Down by Law,"Comedy, Crime, Drama",107,7.7,1986,R,https://www.imdb.com//title/tt0090967/
Blue Velvet,"Crime, Drama, Mystery",120,7.7,1986,R,https://www.imdb.com//title/tt0090756/
The Purple Rose of Cairo,"Comedy, Fantasy, Romance",82 ,7.7,1985,PG,https://www.imdb.com//title/tt0089853/
The Goonies,"Adventure, Comedy, Family",114,7.7,1985,PG,https://www.imdb.com//title/tt0089218/
The Color Purple,Drama,154,7.7,1985,PG-13,https://www.imdb.com//title/tt0088939/
Zelig,Comedy,79 ,7.7,1983,PG,https://www.imdb.com//title/tt0086637/
The Verdict,Drama,129,7.7,1982,R,https://www.imdb.com//title/tt0084855/
Star Trek II: The Wrath of Khan,"Action, Adventure, Sci-Fi",113,7.7,1982,PG,https://www.imdb.com//title/tt0084726/
First Blood,"Action, Adventure, Thriller",93 ,7.7,1982,R,https://www.imdb.com//title/tt0083944/
Ordinary People,Drama,124,7.7,1980,R,https://www.imdb.com//title/tt0081283/
Airplane!,Comedy,88 ,7.7,1980,PG,https://www.imdb.com//title/tt0080339/
Halloween,"Horror, Thriller",91 ,7.7,1978,R,https://www.imdb.com//title/tt0077651/
Love and Death,"Comedy, War",85 ,7.7,1975,PG,https://www.imdb.com//title/tt0073312/
Blazing Saddles,"Comedy, Western",93 ,7.7,1974,R,https://www.imdb.com//title/tt0071230/
Serpico,"Biography, Crime, Drama",130,7.7,1973,R,https://www.imdb.com//title/tt0070666/
Fantastic Planet,"Animation, Sci-Fi",72 ,7.7,1973,PG,https://www.imdb.com//title/tt0070544/
Badlands,"Action, Crime, Drama",94 ,7.7,1973,PG,https://www.imdb.com//title/tt0069762/
Deliverance,"Adventure, Drama, Thriller",109,7.7,1972,R,https://www.imdb.com//title/tt0068473/
The French Connection,"Action, Crime, Drama",104,7.7,1971,R,https://www.imdb.com//title/tt0067116/
Dirty Harry,"Action, Crime, Thriller",102,7.7,1971,R,https://www.imdb.com//title/tt0066999/
Wait Until Dark,Thriller,108,7.7,1967,Not Rated,https://www.imdb.com//title/tt0062467/
The Dirty Dozen,"Action, Adventure, War",150,7.7,1967,Approved,https://www.imdb.com//title/tt0061578/
Bonnie and Clyde,"Action, Biography, Crime",111,7.7,1967,R,https://www.imdb.com//title/tt0061418/
Belle de Jour,"Drama, Romance",100,7.7,1967,R,https://www.imdb.com//title/tt0061395/
A Man for All Seasons,"Biography, Drama, History",120,7.7,1966,G,https://www.imdb.com//title/tt0060665/
Zulu,"Drama, History, War",138,7.7,1964,Not Rated,https://www.imdb.com//title/tt0058777/
Goldfinger,"Action, Adventure, Thriller",110,7.7,1964,PG,https://www.imdb.com//title/tt0058150/
The Longest Day,"Action, Drama, History",178,7.7,1962,G,https://www.imdb.com//title/tt0056197/
Cape Fear,"Drama, Thriller",106,7.7,1962,Passed,https://www.imdb.com//title/tt0055824/
Jules and Jim,"Drama, Romance",105,7.7,1962,Not Rated,https://www.imdb.com//title/tt0055032/
The Magnificent Seven,"Action, Adventure, Western",128,7.7,1960,Approved,https://www.imdb.com//title/tt0054047/
Breathless,"Crime, Drama",90 ,7.7,1960,Not Rated,https://www.imdb.com//title/tt0053472/
Invasion of the Body Snatchers,"Drama, Horror, Sci-Fi",80 ,7.7,1956,Approved,https://www.imdb.com//title/tt0049366/
The Caine Mutiny,"Drama, War",124,7.7,1954,Not Rated,https://www.imdb.com//title/tt0046816/
The Quiet Man,"Comedy, Drama, Romance",129,7.7,1952,Passed,https://www.imdb.com//title/tt0045061/
The African Queen,"Adventure, Drama, Romance",105,7.7,1951,PG,https://www.imdb.com//title/tt0043265/
Key Largo,"Action, Crime, Drama",100,7.7,1948,Not Rated,https://www.imdb.com//title/tt0040506/
Fantasia,"Animation, Family, Fantasy",125,7.7,1940,G,https://www.imdb.com//title/tt0032455/
Scarface,"Action, Crime, Drama",93 ,7.7,1932,PG,https://www.imdb.com//title/tt0023427/
Dark Waters,"Biography, Drama, History",126,7.6,2019,PG-13,https://www.imdb.com//title/tt9071322/
The Mitchells vs the Machines,"Animation, Adventure, Comedy",114,7.6,2021,PG,https://www.imdb.com//title/tt7979580/
Searching,"Drama, Horror, Mystery",102,7.6,III),PG-13,https://www.imdb.com//title/tt7668870/
Once Upon a Time in Hollywood,"Comedy, Drama",161,7.6,2019,R,https://www.imdb.com//title/tt7131622/
Guardians of the Galaxy Vol. 2,"Action, Adventure, Comedy",136,7.6,2017,PG-13,https://www.imdb.com//title/tt3896198/
Bridge of Spies,"Drama, History, Thriller",142,7.6,2015,PG-13,https://www.imdb.com//title/tt3682448/
Moana,"Animation, Adventure, Comedy",107,7.6,I) (,PG,https://www.imdb.com//title/tt3521164/
What We Do in the Shadows,"Comedy, Horror",86 ,7.6,2014,R,https://www.imdb.com//title/tt3416742/
Sicario,"Action, Crime, Drama",121,7.6,2015,R,https://www.imdb.com//title/tt3397884/
Leviathan,"Crime, Drama",140,7.6,2014,R,https://www.imdb.com//title/tt2802154/
Hell or High Water,"Crime, Drama, Thriller",102,7.6,II) ,R,https://www.imdb.com//title/tt2582782/
Philomena,"Biography, Comedy, Drama",98 ,7.6,2013,PG-13,https://www.imdb.com//title/tt2431286/
Dawn of the Planet of the Apes,"Action, Adventure, Drama",130,7.6,2014,PG-13,https://www.imdb.com//title/tt2103281/
The Raid: Redemption,"Action, Crime, Thriller",101,7.6,2011,R,https://www.imdb.com//title/tt1899353/
End of Watch,"Action, Adventure, Crime",109,7.6,2012,R,https://www.imdb.com//title/tt1855199/
A Star Is Born,"Drama, Music, Romance",136,7.6,2018,R,https://www.imdb.com//title/tt1517451/
True Grit,"Drama, Western",110,7.6,2010,PG-13,https://www.imdb.com//title/tt1403865/
Despicable Me,"Animation, Adventure, Comedy",95 ,7.6,2010,PG,https://www.imdb.com//title/tt1323594/
50/50,"Comedy, Drama, Romance",100,7.6,2011,R,https://www.imdb.com//title/tt1306980/
Kick-Ass,"Action, Comedy, Crime",117,7.6,2010,R,https://www.imdb.com//title/tt1250777/
Celda 211,"Action, Crime, Drama",113,7.6,2009,NA,https://www.imdb.com//title/tt1242422/
Moneyball,"Biography, Drama, Sport",133,7.6,2011,PG-13,https://www.imdb.com//title/tt1210166/
The Skin I Live In,"Drama, Horror, Mystery",120,7.6,2011,R,https://www.imdb.com//title/tt1189073/
The Blind Side,"Biography, Drama, Sport",129,7.6,2009,PG-13,https://www.imdb.com//title/tt0878804/
Ponyo,"Animation, Adventure, Comedy",101,7.6,2008,G,https://www.imdb.com//title/tt0876563/
Superbad,Comedy,113,7.6,2007,R,https://www.imdb.com//title/tt0829482/
Seven Pounds,Drama,123,7.6,2008,PG-13,https://www.imdb.com//title/tt0814314/
Eastern Promises,"Crime, Drama, Thriller",100,7.6,2007,R,https://www.imdb.com//title/tt0765443/
Stardust,"Adventure, Family, Fantasy",127,7.6,2007,PG-13,https://www.imdb.com//title/tt0486655/
United 93,"Action, Drama, History",111,7.6,2006,R,https://www.imdb.com//title/tt0475276/
The Last King of Scotland,"Biography, Drama, History",123,7.6,2006,R,https://www.imdb.com//title/tt0455590/
Inside Man,"Crime, Drama, Mystery",129,7.6,2006,R,https://www.imdb.com//title/tt0454848/
Gone Baby Gone,"Crime, Drama, Mystery",114,7.6,2007,R,https://www.imdb.com//title/tt0452623/
Kung Fu Panda,"Animation, Action, Adventure",92 ,7.6,2008,PG,https://www.imdb.com//title/tt0441773/
Control,"Biography, Drama, Music",122,7.6,2007,R,https://www.imdb.com//title/tt0421082/
300,"Action, Drama",117,7.6,2006,R,https://www.imdb.com//title/tt0416449/
Match Point,"Drama, Romance, Thriller",124,7.6,2005,R,https://www.imdb.com//title/tt0416320/
Watchmen,"Action, Drama, Mystery",162,7.6,2009,R,https://www.imdb.com//title/tt0409459/
Lord of War,"Crime, Drama",122,7.6,2005,R,https://www.imdb.com//title/tt0399295/
Saw,"Horror, Mystery, Thriller",103,7.6,2004,R,https://www.imdb.com//title/tt0387564/
A Very Long Engagement,"Drama, Mystery, Romance",133,7.6,2004,R,https://www.imdb.com//title/tt0344510/
The Station Agent,"Comedy, Drama",89 ,7.6,2003,R,https://www.imdb.com//title/tt0340377/
21 Grams,"Crime, Drama, Thriller",124,7.6,2003,R,https://www.imdb.com//title/tt0315733/
25th Hour,Drama,135,7.6,2002,R,https://www.imdb.com//title/tt0307901/
The Butterfly Effect,"Drama, Sci-Fi, Thriller",113,7.6,2004,R,https://www.imdb.com//title/tt0289879/
I Am Sam,Drama,132,7.6,2001,PG-13,https://www.imdb.com//title/tt0277027/
The Royal Tenenbaums,"Comedy, Drama",110,7.6,2001,R,https://www.imdb.com//title/tt0265666/
Harry Potter and the Sorcerer's Stone,"Adventure, Family, Fantasy",152,7.6,2001,PG,https://www.imdb.com//title/tt0241527/
The Others,"Horror, Mystery, Thriller",104,7.6,2001,PG-13,https://www.imdb.com//title/tt0230600/
Traffic,"Crime, Drama, Thriller",147,7.6,2000,R,https://www.imdb.com//title/tt0181865/
Minority Report,"Action, Crime, Mystery",145,7.6,2002,PG-13,https://www.imdb.com//title/tt0181689/
American Psycho,"Crime, Drama, Horror",102,7.6,2000,R,https://www.imdb.com//title/tt0144084/
Rushmore,"Comedy, Drama, Romance",93 ,7.6,1998,R,https://www.imdb.com//title/tt0128445/
Star Wars: Episode III - Revenge of the Sith,"Action, Adventure, Fantasy",140,7.6,2005,PG-13,https://www.imdb.com//title/tt0121766/
The Thin Red Line,"Drama, History, War",170,7.6,1998,R,https://www.imdb.com//title/tt0120863/
Mulan,"Animation, Adventure, Comedy",88 ,7.6,1998,G,https://www.imdb.com//title/tt0120762/
The Fifth Element,"Action, Adventure, Sci-Fi",126,7.6,1997,PG-13,https://www.imdb.com//title/tt0119116/
Dark City,"Fantasy, Mystery, Sci-Fi",100,7.6,1998,R,https://www.imdb.com//title/tt0118929/
Shine,"Biography, Drama, Music",105,7.6,1996,PG-13,https://www.imdb.com//title/tt0117631/
Die Hard with a Vengeance,"Action, Adventure, Thriller",128,7.6,1995,R,https://www.imdb.com//title/tt0112864/
The Bridges of Madison County,"Drama, Romance",135,7.6,1995,PG-13,https://www.imdb.com//title/tt0112579/
My Cousin Vinny,"Comedy, Crime",120,7.6,1992,R,https://www.imdb.com//title/tt0104952/
Barton Fink,"Comedy, Drama, Thriller",116,7.6,1991,R,https://www.imdb.com//title/tt0101410/
The Naked Gun: From the Files of Police Squad!,"Comedy, Crime",85 ,7.6,1988,PG-13,https://www.imdb.com//title/tt0095705/
RoboCop,"Action, Crime, Sci-Fi",102,7.6,1987,R,https://www.imdb.com//title/tt0093870/
Lethal Weapon,"Action, Crime, Thriller",109,7.6,1987,R,https://www.imdb.com//title/tt0093409/
The Fly,"Drama, Horror, Sci-Fi",96 ,7.6,1986,R,https://www.imdb.com//title/tt0091064/
After Hours,"Comedy, Crime, Drama",97 ,7.6,I) (,R,https://www.imdb.com//title/tt0088680/
The Road Warrior,"Action, Adventure, Sci-Fi",96 ,7.6,1981,R,https://www.imdb.com//title/tt0082694/
Close Encounters of the Third Kind,"Drama, Sci-Fi",138,7.6,1977,PG,https://www.imdb.com//title/tt0075860/
The Taking of Pelham One Two Three,"Action, Crime, Thriller",104,7.6,1974,R,https://www.imdb.com//title/tt0072251/
Enter the Dragon,"Action, Crime, Drama",102,7.6,1973,R,https://www.imdb.com//title/tt0070034/
The Odd Couple,Comedy,105,7.6,1968,Passed,https://www.imdb.com//title/tt0063374/
The Jungle Book,"Animation, Adventure, Comedy",78 ,7.6,1967,G,https://www.imdb.com//title/tt0061852/
Repulsion,"Drama, Horror, Thriller",105,7.6,1965,Not Rated,https://www.imdb.com//title/tt0059646/
The Birds,"Drama, Horror, Mystery",119,7.6,1963,PG-13,https://www.imdb.com//title/tt0056869/
Eyes Without a Face,"Drama, Horror",90 ,7.6,1960,Not Rated,https://www.imdb.com//title/tt0053459/
Rebel Without a Cause,Drama,111,7.6,1955,PG-13,https://www.imdb.com//title/tt0048545/
Sabrina,"Comedy, Drama, Romance",113,7.6,1954,Passed,https://www.imdb.com//title/tt0047437/
From Here to Eternity,"Drama, Romance, War",118,7.6,1953,Passed,https://www.imdb.com//title/tt0045793/
Snow White and the Seven Dwarfs,"Animation, Adventure, Family",83 ,7.6,1937,Approved,https://www.imdb.com//title/tt0029583/
The 39 Steps,"Crime, Mystery, Thriller",86 ,7.6,1935,Approved,https://www.imdb.com//title/tt0026029/
The Invisible Man,"Horror, Sci-Fi",71 ,7.6,1933,TV-PG,https://www.imdb.com//title/tt0024184/
